Unnamed: 0,SbjNum,Latitude,Longitude,Q21.Income.Food.O1,Q21.Income.SchoolFees.O2,Q21.Income.MedicalBills.O3,Q21.Income.Clothes.O4,Q21.Income.Energy.O5,Q21.Income.Other.O6,Q21.Income.Other.O6.Text,Q29.Income,Q30.MainCashCrop,Q30.Other.Text,Q33.CashCropSold,Q34.CashCropUsed,Q35.CashCropSavedForSeed,Q36.CashCropLost,Q37.CauseOfLoss.O1,Q37.CauseOfLoss.O2,Q37.CauseOfLoss.O3,Q37.CauseOfLoss.O4,Q37.CauseOfLoss.Other.Text,Q38.CashCropEarnings,Q39.CashCropPx,Q40.CostOfProduction,Q41.AverageYear,Q42.ProductionHigherLower,Q63.ProductionCost,Q64.AverageYear,Q65.ProductionHigherLower,Q69.AmountEarnedCattle,Q70.NumberCattleSold,Q71.PxPerCattle,Q72.TotalEarningCattle,Q73.AmountEarnedGoats,Q74.NumberGoatsSold,Q75.PxPerGoat,Q76.TotalEarningGoats,Q77.AmountEarnedPigs,Q78.NumberPigsSold,Q79.PxPerPig,Q80.TotalEarningPigs,Q81.AmountEarnedChickens,Q82.NumberChickensSold,Q83.PxPerChicken,Q84.TotalEarningsChickens,Q85.RearOtherAnimal,Q86.OtherAnimalType,Q87.OtherAnimalPx,Q88.TotalEarningOtherAnimal,Q89.MainSourcesIncome.1st,Q89.MainSourcesIncome.2nd,Q89.MainSourcesIncome.3rd,Q89.MainSourcesIncome.4th,Q89.MainSourcesIncome.5th,Q89.MainSourcesIncome.TeaIncome,Q89.MainSourcesIncome.CoffeeIncome,Q89.MainSourcesIncome.BananaIncome,Q89.MainSourcesIncome.MaizeIncome,Q89.MainSourcesIncome.HydroponicsIncome,Q89.MainSourcesIncome.BeansIncome,Q89.MainSourcesIncome.LivestockIncome,Q89.MainSourcesIncome.BeekeepingIncome,Q89.MainSourcesIncome.TreeIncome,Q89.MainSourcesIncome.FishIncome,Q89.MainSourcesIncome.HandicraftIncome,Q89.MainSourcesIncome.KitchenGardenIncome,Q89.MainSourcesIncome.SalaryJobIncome,Q89.MainSourcesIncome.CasualLaborIncome,Q89.MainSourcesIncome.RemitIncome,Q89.MainSourcesIncome.GoatIncome,Q89.MainSourcesIncome.PigIncome,Q89.MainSourcesIncome.CattleIncome,Q89.MainSourcesIncome.ChickenIncome,Q89.MainSourcesIncome.Other,Q21.Income.Other.O6.Text.Tags
179,24581350,0.13858974,35.10189235,1,2,6,-2,-2,-2,"WAGES AND SALARIES,MAINTENANCE OF THE FARM",3,2,,98,0,2,1,1,4,-2,-2,hailstorms,257143,29,116069,2,5,10000,2,5,60480,2,18000,96000,,,,,,,,,31200,15,100,25200,,,,,1,3,18,19,20,1,,4,,,,,,,,,,,,,,,2,3,Sale of ovacado,
180,24581351,,,1,2,6,-2,-2,-2,Farming,5,2,,100,0,0,5,,,,,,180000,29,25000,1,4,2000,2,4,5000,3,40000,93000,,,,,,,,,3000,10,100,3000,,,,,1,6,9,18,-1,1,,,,,3,,,3,,,,,,,,,2,,,
181,24581352,,,1,6,-2,-2,-2,-2,Farming,5,2,,99,0,1,1,1,-2,-2,-2,,250000,20,150000,2,2,5000,2,5,0,0,0,0,,,,,,,,,0,0,0,0,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
182,24581353,,,1,2,3,4,-1,-1,,4,2,,100,0,0,1,1,4,-2,-2,Frost,150000,20,24000,1,2,5000,2,4,40500,1,13000,53500,,,,,,,,,3000,5,100,3500,,,,,1,18,20,-2,-2,1,,,,,,,,,,,,,,,,,2,,Vegetables,
183,24581354,,,1,2,-2,-2,-2,-2,,3,2,,90,10,0,2,1,-2,-2,-2,,161000,20,30000,1,4,7500,1,4,0,0,0,0,,,,,,,,,0,0,0,0,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
184,24581355,,,2,3,4,-2,-2,-2,,2,2,,100,0,0,1,1,4,-2,-2,drought,25000,20,5000,2,4,10500,2,4,36000,3,30000,103000,,,,,,,,,,,,,,,,,1,4,18,-2,-2,3,,,1,,,,,,,,,,,,,,2,,,
185,24581360,,,1,2,-2,-2,-2,-2,,5,2,,100,0,0,1,4,-2,-2,-2,Lack of fertilizer for tea,260000,20,50000,1,4,35000,2,4,0,3,42000,85000,,,,,,,,,4200,0,0,4200,,,,,1,6,18,19,-2,1,,,,,2,,,,,,,,,,,,3,3,,
186,24581361,,,1,2,6,-2,-2,-2,Tea farming,5,2,,100,0,0,1,4,-2,-2,-2,Too much shade from trees,50000,20,15000,1,2,6500,1,2,50000,1,25000,80000,,,,,,,,,28800,4,100,30000,,,,,1,3,18,19,20,2,,4,,,,,,,,,,,,,,,1,3,Ovacado,
187,24581362,,,1,2,4,6,-2,-2,Dairy farming,3,2,,100,0,0,2,1,-2,-2,-2,,10000,20,10000,2,2,5000,2,4,43000,0,0,43000,,,,,,,,,0,0,0,0,,,,,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,
188,24581363,,,1,2,6,-2,-2,-2,Buying more land,5,2,,98,0,2,1,4,-2,-2,-2,Frost,127000,20,82000,2,4,27000,1,4,7200,0,0,7200,,,,,,,,,3000,0,0,3000,,,,,1,12,18,19,-1,1,,,,,,,,,,,3,,,,,,2,4,,
189,24581365,,,1,2,-2,-2,-2,-2,,5,2,,100,0,0,1,1,4,-2,-2,Hailstorms,250000,29,200000,1,4,7000,1,3,0,1,30000,30000,,,,,,,,,,,,,,,,,1,6,9,-2,-2,1,,,,,2,,,3,,,,,,,,,,,,
190,24581366,,,1,2,4,-2,-2,-2,,5,2,,100,0,0,1,4,-2,-2,-2,Cold weather,122000,29,26000,1,4,4000,2,5,30000,0,0,30000,,,,,,,,,1000,0,0,1000,,,,,1,12,18,19,20,1,,,,,,,,,,,4,,,,,,3,4,Business 2,
191,24581367,,,1,2,4,6,-2,-2,Repaying loans,5,2,,98,0,2,1,1,-2,-2,-2,,209000,29,79000,1,2,3500,1,4,10800,2,16500,44000,,,,,,,,,3000,3,100,4500,,,,,1,12,18,19,-2,1,,,,,,,,,,,2,,,,,,3,4,,
192,24581368,,,1,2,-2,-2,-2,-2,,5,2,,100,0,0,1,4,-2,-2,-2,Drought,230000,29,79000,2,4,8500,2,5,52000,5,18000,142000,,,,,,,,,1500,13,100,6500,,,,,1,16,18,19,-2,1,,,,,,,,,,,,,,,3,,2,4,,
193,24581369,,,1,2,3,4,5,-2,,5,2,,97,0,3,2,4,-2,-2,-2,Frost,42000,18,45500,1,4,0,2,4,76800,1,11000,88000,,,,,,,,,300,0,0,300,,,,,1,18,20,-2,-2,1,,,,,,,,,,,,,,,,,2,,Ovacado,
194,24581370,,,1,2,4,-2,-2,-2,,4,2,,100,0,0,2,4,-2,-2,-2,"Hailstorms,frost,prolonged drought",103000,18,17000,2,5,1200,2,4,0,0,0,0,,,,,,,,,700,0,0,700,,,,,1,3,20,-1,-1,1,,3,,,,,,,,,,,,,,,,,Ovacado,
195,24581371,,,1,2,4,-2,-2,-2,,3,2,,99,0,1,1,4,-2,-2,-2,"Hailstorms,drought",50000,20,32500,2,4,5000,1,2,9600,1,17000,27000,,,,,,,,,4480,5,100,6600,,,,,1,18,19,20,-2,1,,,,,,,,,,,,,,,,,2,3,Ovacado,
196,24581383,,,1,2,4,-2,-2,-2,,4,2,,100,0,0,1,4,-2,-2,-2,Drought,142000,29,70000,1,4,4000,1,4,500,0,0,500,,,,,,,,,5000,5,100,3000,,,,,1,18,19,20,-2,1,,,,,,,,,,,,,,,,,2,3,Ovacado 3,
197,24581384,,,1,2,3,-2,-2,-2,,4,2,,99,0,1,1,4,-2,-2,-2,"cold weather,lack of fertilizer",152000,28,46000,2,4,1300,1,2,40500,0,0,40500,,,,,,,,,1000,0,0,1000,,,,,1,9,18,20,-2,2,,,,,,,,3,,,,,,,,,1,,Ovacado,
198,24581385,,,1,2,4,-2,-2,-2,,1,2,,100,0,0,1,4,-2,-2,-2,Prolonged drought,15000,20,13600,2,4,250,2,4,5000,2,22000,5000,,,,,,,,,,,,,,,,,1,18,20,-2,-2,1,,,,,,,,,,,,,,,,,2,,Vegetables,
199,24581386,,,1,2,4,6,-2,-2,Farming,5,2,,100,0,0,1,4,-2,-2,-2,too much acidity in the soil from goat's waste,299000,25,147000,2,4,7000,2,4,60000,2,25000,110000,,,,,,,,,,,,,,,,,1,4,6,12,18,1,,,3,,3,,,,,,4,,,,,,2,,,
200,24581387,,,1,2,4,6,-2,-2,"Savings,harambees",4,2,,100,0,0,1,4,-2,-2,-2,Drought,79000,29,26000,2,4,3000,2,4,72000,0,0,72000,,,,,,,,,5000,15,100,12000,,,,,1,12,13,18,19,2,,,,,,,,,,,3,1,,,,,2,4,,
201,24581388,,,1,2,4,-2,-2,-2,,5,2,,100,0,0,1,4,-2,-2,-2,"Drought,hailstorms",14500,29,10000,2,4,5000,1,4,84000,0,0,84000,,,,,,,,,0,0,0,0,,,,,1,13,18,-2,-2,2,,,,,,,,,,,,1,,,,,3,,,
202,24581389,,,1,2,4,-2,-2,-2,,4,2,,100,0,0,1,4,-2,-2,-2,"Hailstorms,drought",87000,29,55000,2,4,4500,2,3,0,1,30000,30000,,,,,,,,,600,7,100,3000,,,,,1,-1,-1,-2,-2,1,,,,,,,,,,,,,,,,,,,,
203,24581390,,,1,2,4,6,-2,-2,Farming,4,2,,100,0,0,1,4,-2,-2,-2,Drought,60000,27,10000,1,3,3300,2,3,21600,0,0,21600,,,,,,,,,500,0,0,500,,,,,1,12,18,20,-2,1,,,,,,,,,,,3,,,,,,2,,Ovacado 4,
204,24581391,,,1,2,4,-2,-2,-2,,2,2,,100,0,0,1,4,-2,-2,-2,"drought,hailstorms,frost",52800,22,5600,2,5,4000,2,4,,,,,,,,,,,,,,,,,,,,,1,14,-2,-2,-2,1,,,,,,,,,,,,,2,,,,,,,
205,24581392,,,1,2,3,4,6,-2,"Farming,dairy feeds,travelling,wages and salaries",5,2,,100,0,0,1,4,-2,-2,-2,"Hailstorms,drought",157500,22.5,129000,2,4,3750,2,5,50000,2,28000,106000,,,,,,,,,,,,,,,,,1,3,16,18,20,1,,3,,,,,,,,,,,,,4,,2,,Ovacado,
