Unnamed: 0,SbjNum,Latitude,Longitude,Q21.Income.Food.O1,Q21.Income.SchoolFees.O2,Q21.Income.MedicalBills.O3,Q21.Income.Clothes.O4,Q21.Income.Energy.O5,Q21.Income.Other.O6,Q21.Income.Other.O6.Text,Q29.Income,Q30.MainCashCrop,Q30.Other.Text,Q33.CashCropSold,Q34.CashCropUsed,Q35.CashCropSavedForSeed,Q36.CashCropLost,Q37.CauseOfLoss.O1,Q37.CauseOfLoss.O2,Q37.CauseOfLoss.O3,Q37.CauseOfLoss.O4,Q37.CauseOfLoss.Other.Text,Q38.CashCropEarnings,Q39.CashCropPx,Q40.CostOfProduction,Q41.AverageYear,Q42.ProductionHigherLower,Q63.ProductionCost,Q64.AverageYear,Q65.ProductionHigherLower,Q69.AmountEarnedCattle,Q70.NumberCattleSold,Q71.PxPerCattle,Q72.TotalEarningCattle,Q73.AmountEarnedGoats,Q74.NumberGoatsSold,Q75.PxPerGoat,Q76.TotalEarningGoats,Q77.AmountEarnedPigs,Q78.NumberPigsSold,Q79.PxPerPig,Q80.TotalEarningPigs,Q81.AmountEarnedChickens,Q82.NumberChickensSold,Q83.PxPerChicken,Q84.TotalEarningsChickens,Q85.RearOtherAnimal,Q86.OtherAnimalType,Q87.OtherAnimalPx,Q88.TotalEarningOtherAnimal,Q89.MainSourcesIncome.1st,Q89.MainSourcesIncome.2nd,Q89.MainSourcesIncome.3rd,Q89.MainSourcesIncome.4th,Q89.MainSourcesIncome.5th,Q89.MainSourcesIncome.TeaIncome,Q89.MainSourcesIncome.CoffeeIncome,Q89.MainSourcesIncome.BananaIncome,Q89.MainSourcesIncome.MaizeIncome,Q89.MainSourcesIncome.HydroponicsIncome,Q89.MainSourcesIncome.BeansIncome,Q89.MainSourcesIncome.LivestockIncome,Q89.MainSourcesIncome.BeekeepingIncome,Q89.MainSourcesIncome.TreeIncome,Q89.MainSourcesIncome.FishIncome,Q89.MainSourcesIncome.HandicraftIncome,Q89.MainSourcesIncome.KitchenGardenIncome,Q89.MainSourcesIncome.SalaryJobIncome,Q89.MainSourcesIncome.CasualLaborIncome,Q89.MainSourcesIncome.RemitIncome,Q89.MainSourcesIncome.GoatIncome,Q89.MainSourcesIncome.PigIncome,Q89.MainSourcesIncome.CattleIncome,Q89.MainSourcesIncome.ChickenIncome,Q89.MainSourcesIncome.Other,Q21.Income.Other.O6.Text.Tags
28,24576998,0.15688958,35.11623248,1,2,3,4,5,-2,,4,2,,100,100,0,5,,,,,,124000,25,78000,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,"['wages', 'savings', 'livestock']"
29,24576999,0.13468534,35.1022726,1,2,3,4,5,-2,,5,2,,100,90,0,1,1,2,3,-2,,750000,25,72000,2,2,,,,38700,0,0,50000,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,['wages']
30,24577000,0.131503344,35.10279894,1,2,3,4,5,-2,,5,2,,100,100,0,1,1,2,3,-2,,360000,25,200000,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,['wages']
31,24577001,0.12773105,35.10118295,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,350000,27,240000,2,2,,2,2,32400,0,0,340000,,,,,,,,,,,,,,,,,1,3,-2,-2,-2,1,,2,,,,,,,,,,,,,,,,,,['wages']
32,24577002,0.12551568,35.09924554,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,180000,29,190000,2,4,,,,48000,0,0,,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,['livestock']
33,24579892,0.10460449,35.18030082,5,-2,-2,-2,-2,-2,,1,1,,4,4,44,2,2,-2,-2,-2,,,,,1,2,,1,1,,,,,,,,,-1,-1,-1,-1,,,,,,,,,7,8,10,-1,-1,,,,,,,3,1,,3,,,,,,,,,,,"['savings', 'livestock']"
34,24579893,0.15096516,35.15477432,1,2,3,4,5,-2,,4,2,,100,0,0,1,1,-2,-2,-2,,125000,18,59000,1,4,1500,2,5,30000,0,0,30000,,,,,,,,,1000,0,0,1000,,,,,1,3,4,6,7,1,,5,3,,4,2,,,,,,,,,,,,,,"['farm costs', 'wages', 'daily expenses', 'savings']"
35,24579894,0.1777847,35.11282125,1,2,3,4,5,-2,,5,2,,100,0,2,1,1,-2,-2,-2,,200000,16,113200,1,2,5000,2,4,14000,1,20000,34000,,,,,,,,,3000,3,350,4100,1,fish,0,0,1,4,6,7,19,1,,,3,,5,2,,,,,,,,,,,,4,,"['farm costs', 'wages', 'savings']"
36,24579895,0.16565931,35.1197432,1,2,3,4,5,-2,,3,2,,100,0,0,5,,,,,,211200,18,104400,1,4,10000,2,4,6000,,0,6000,,,,,,,,,,,,,,,,,1,6,12,18,-2,1,,,,,3,,,,,,4,,,,,,2,,,"['wages', 'savings']"
37,24579896,0.15088292,35.14408592,1,2,3,4,5,-2,,4,2,,100,0,0,1,1,-2,-2,-2,,160000,18,70000,2,4,2500,2,4,30000,0,0,30000,,,,,,,,,0,0,0,0,,,,,1,3,18,20,-2,1,,3,,,,,,,,,,,,,,,2,,vegables 3,"['wages', 'savings']"
38,24579897,0.14988286,35.11721069,1,2,3,4,6,-2,development,5,2,,100,0,0,5,,,,,,250000,20,70000,1,4,5000,1,3,70000,0,0,70000,,,,,,,,,,,,,,,,,1,6,18,20,-2,1,,,,,2,,,,,,,,,,,,3,,potatoes 4,"['farm costs', 'savings', 'livestock']"
39,24579898,0.14804659,35.12013865,1,2,3,4,5,-2,,5,2,,100,0,10,1,1,4,-2,-2,frost,138000,20,56000,1,4,2000,2,4,180000,2,120000,300000,,,,,,,,,250,0,0,250,2,,,,1,13,18,-2,-2,2,,,,,,,,,,,,3,,,,,1,,,"['farm costs', 'savings', 'wages']"
40,24579899,0.13705876,35.10175039,1,2,3,4,5,-2,,5,2,,100,0,1,5,,,,,,500000,25,200000,2,4,30000,2,4,50400,0,0,50400,,,,,,,,,5000,0,0,5000,,,,,1,3,18,19,20,1,,5,,,,,,,,,,,,,,,2,4,potatoes 3,"['farm costs', 'savings', 'daily expenses']"
41,24579900,0.12979495,35.10874554,1,2,3,4,5,6,workers wage,5,2,,100,0,0,5,,,,,,500000,25,200000,2,4,1500,1,2,168000,2,100000,268000,,,,,,,,,72000,100,600,78000,,,,,1,6,13,18,19,1,,,,,5,,,,,,,2,,,,,3,4,,"['wages', 'livestock']"
42,24579901,0.12697342,35.09478151,1,2,3,4,5,6,farming,1,2,,100,0,0,5,,,,,,14000,25,3920,1,4,,,,0,0,0,0,,,,,,,,,,,,,,,,,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,"['savings', 'livestock', 'wages']"
43,24579902,0.12626246,35.09664743,1,2,3,4,5,6,development ,1,2,,100,0,0,5,,,,,,11250,25,4000,2,4,3000,2,4,0,0,0,0,,,,,,,,,,,,,,,,,1,3,4,19,-2,1,,3,2,,,,,,,,,,,,,,,4,,"['wages', 'livestock']"
44,24579923,0.11199477,35.08584639,1,2,3,4,5,6,development,1,2,,100,0,0,1,1,-2,-2,-2,,30000,25,15000,2,4,500,2,4,10000,2,15000,40000,,,,,,,,,,,,,,,,,1,6,18,-2,-2,1,,,,,3,,,,,,,,,,,,2,,,"['farm costs', 'wages']"
45,24579924,0.15466475,35.21232522,1,2,3,4,5,-2,,1,2,,100,0,0,5,,,,,,30000,25,15000,2,4,,,,5400,0,,5400,,,,,,,,,,,,,,,,,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,"['farm costs', 'wages', 'daily expenses']"
46,24579925,0.15751505,35.2120172,1,2,3,4,5,-2,,1,2,,100,0,0,5,,,,,,150000,25,60000,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,"['farm costs', 'wages', 'group contributions', 'livestock']"
47,24579926,0.15335035,35.20911027,1,2,3,4,5,-2,,2,2,,100,0,0,5,,,,,,200000,25,120000,2,4,,,,20000,2,55000,75000,,,,,,,,,,,,,,,,,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,"['farm costs', 'wages']"
48,24579927,0.15095497,35.20824936,1,2,3,4,5,-2,,1,2,,100,0,0,5,,,,,,5000,25,2000,2,4,20000,2,4,,,,,,,,,,,,,,,,,,,,,1,3,4,13,-2,1,,3,4,,,,,,,,,2,,,,,,,,"['wages', 'livestock']"
49,24579928,0.16763744,35.19106953,1,2,3,4,5,-2,,5,2,,100,0,0,5,,,,,,625000,25,300000,2,4,10000,2,4,0,0,0,0,,,,,,,,,5000,0,0,500,,,,,1,4,13,18,19,1,,,2,,,,,,,,,4,,,,,3,5,,"['wages', 'livestock']"
50,24579929,0.16301056,35.20007703,1,2,3,4,5,-2,,2,2,,100,0,0,5,,,,,,5000,25,3000,2,4,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,"['farm costs', 'wages', 'group contributions', 'livestock']"
51,24579930,0.17039805,35.22763128,1,2,3,4,5,-2,,1,2,,100,0,0,5,,,,,,60000,25,23000,1,4,4000,2,5,28800,0,0,28800,,,,,,,,,,,,,,,,,1,4,18,-2,-2,1,,,3,,,,,,,,,,,,,,2,,,"['wages', 'livestock']"
52,24579931,0.17039554,35.2266836,1,2,3,4,5,6,development buying land,1,2,,100,0,0,5,,,,,,115000,25,44200,1,2,4000,2,4,21600,1,16000,28600,,,,,,,,,,,,,,,,,1,4,18,-2,-2,1,,,3,,,,,,,,,,,,,,2,,,['wages']
53,24579932,0.17080141,35.22707914,1,2,3,4,-1,-2,,1,2,,100,0,0,5,,,,,,60000,25,28800,1,4,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-1,-2,-2,1,,,,,,,,,,,,,,,,,,,,['wages']
54,24579933,0.13835279,35.17993801,1,2,3,4,5,-2,,4,2,,100,0,0,5,,,,,,115000,25,70000,2,4,,,,0,1,30000,30000,,,,,,,,,,,,,,,,,1,13,18,-2,-2,2,,,,,,,,,,,,1,,,,,3,,,"['livestock', 'transport']"
55,24579940,0.13766153,35.17870896,1,2,3,4,5,-2,,1,2,,100,0,0,5,,,,,,7000,25,3500,2,4,1000,2,4,6000,0,0,0,,,,,,,,,,,,,,,,,1,4,18,-2,-2,1,,,3,,,,,,,,,,,,,,2,,,"['wages', 'group contributions', 'daily expenses', 'livestock']"
56,24579941,0.142865181,35.18582404,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,240000,29,40000,2,2,,,,144000,0,0,144000,,,,,,,,,,,,,,,,,1,7,-1,-2,-2,1,,,,,,2,,,,,,,,,,,,,,['wages']
57,24579942,0.14250028,35.18492109,1,2,3,4,5,-2,,2,2,,100,100,0,5,,,,,,3000,29,70000,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,['land purchase']
58,24579943,0.08524132,35.21670207,1,2,3,4,5,-2,,3,2,,100,0,0,5,,,,,,75000,25,30000,2,4,20000,2,4,10000,0,0,10000,,,,,,,,,,,,,,,,,1,4,6,18,-2,1,,,3,,4,,,,,,,,,,,,2,,,"['farm costs', 'wages']"
59,24579944,0.08348331,35.21645109,1,2,3,4,5,6,"invest on developments, pay wages,contribute to society",5,2,,100,0,0,5,,,,,,250000,25,100000,2,4,0,2,4,60000,0,0,60000,,,,,,,,,0,0,0,0,,,,,1,4,6,18,19,1,,,3,,4,,,,,,,,,,,,2,5,,['farm costs']
60,24579945,0.0823473,35.21539968,1,2,3,4,5,6,wages,4,2,,100,0,0,5,,,,,,300000,25,175000,2,4,5000,2,4,10000,0,0,10000,,,,,,,,,,,,,,,,,1,4,6,18,-2,1,,,3,,4,,,,,,,,,,,,2,,,['farm costs']
61,24579946,0.07805289,35.2117595,1,2,3,4,5,6,"wages, development",4,2,,100,0,0,5,,,,,,825000,25,350000,1,4,30000,2,4,25000,0,0,25000,,,,,,,,,,,,,,,,,1,3,4,6,18,1,,4,3,,5,,,,,,,,,,,,2,,,['farm costs']
62,24579947,0.06173514,35.26718905,1,2,3,4,5,6,"wages, developments",4,2,,100,0,0,5,,,,,,300000,25,175000,1,4,10000,2,5,0,0,0,0,,,,,,,,,,,,,,,,,1,2,4,6,-2,1,2,,3,,4,,,,,,,,,,,,,,,['farm costs']
63,24579948,0.06377211,35.26826783,1,2,3,4,5,6,"wages, improve my farm",3,1,,100,0,0,5,,,,,,175000,25,67000,1,4,10000,2,4,0,0,0,0,,,,,,,,,,,,,,,,,1,2,3,4,18,1,2,3,4,,,,,,,,,,,,,,5,,,['farm costs']
64,24579949,0.06670828,35.26651995,1,2,3,4,5,6,"wages,saving,animal feeds",5,2,,100,0,0,5,,,,,,150000,25,80000,1,2,50000,2,5,270000,1,30000,300000,,,,,,,,,1500,3,400,2700,,,,,1,4,13,18,19,2,,,5,,,,,,,,,1,,,,,3,4,,"['farm costs', 'livestock']"
65,24579950,0.05378745,35.23816617,1,2,3,4,5,6,"wages,",1,2,,100,0,0,5,,,,,,5000,25,2950,1,4,25000,2,4,25000,0,0,25000,,,,,,,,,,,,,,,,,1,4,13,18,-2,1,,,4,,,,,,,,,2,,,,,3,,,['land purchase']
66,24579961,0.05651454,35.23749158,1,2,3,4,5,6,animals feeds,3,2,,100,0,0,5,,,,,,100000,25,45000,1,4,5000,2,4,10000,4,25000,110000,,,,,,,,,,,,,,,,,1,4,6,18,-2,1,,,3,,4,,,,,,,,,,,,2,,,['loan repayment']
67,24579962,0.05582215,35.23744641,1,2,3,4,5,6,"animals feeds, savings",2,2,,100,0,0,5,,,,,,75000,25,35000,1,4,2500,2,4,0,0,0,0,,,,,,,,,,,,,,,,,1,4,13,18,-2,1,,,4,,,,,,,,,2,,,,,3,,,['savings']
68,24579963,0.10267983,35.15305716,1,2,3,4,5,6,"wages,savings,development, daily expenses",4,2,,100,0,0,1,1,-2,-2,-2,,176000,22,94000,1,4,2000,2,4,,,,,,,,,,,,,,,,,,,,,1,4,6,-2,-2,1,,,2,,3,,,,,,,,,,,,,,,"['farm costs', 'wages', 'livestock', 'travel']"
69,24579964,0.10337131,35.15253267,1,2,3,4,5,6,"wages,",3,2,,100,0,0,5,,,,,,50000,25,26000,1,4,2000,2,4,0,0,,0,,,,,,,,,,,,,,,,,1,4,18,-2,-2,1,,,2,,,,,,,,,,,,,,3,,,
70,24579965,0.10895121,35.14932179,1,3,4,5,6,-2,development,3,2,,100,0,0,5,,,,,,125000,25,70000,1,4,,,,,,,,,,,,,,,,,,,,,,,,1,13,-2,-2,-2,1,,,,,,,,,,,,2,,,,,,,,
71,24579966,0.09345238,35.1572537,1,2,3,4,5,6,"development,wages,saving",4,2,,100,0,0,5,,,,,,150000,25,75000,1,4,2500,2,5,162000,0,0,162000,,,,,,,,,,,,,,,,,1,4,13,18,-2,1,,,3,,,,,,,,,4,,,,,2,,,
72,24579967,0.08198886,35.16012966,1,2,3,4,5,6,"wages,savings",3,2,,100,0,0,5,,,,,,75000,25,45000,1,4,10000,2,4,5000,0,0,5000,,,,,,,,,,,,,,,,,1,4,18,-2,-2,1,,,2,,,,,,,,,,,,,,2,,,
73,24579968,0.08156741,35.16045493,1,2,3,4,5,6,"wages,savings",2,2,,100,0,0,5,,,,,,50000,25,20000,2,4,,,,0,1,0,0,,,,,,,,,,,,,,,,,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
74,24579969,0.07789452,35.16307045,1,2,3,4,5,6,"saving,development,animal feeds",2,2,,100,0,0,5,,,,,,50000,25,20000,1,4,20000,1,4,36000,0,0,36000,,,,,,,,,,,,,2,,,,1,4,6,18,-2,2,,,3,,1,,,,,,,,,,,,4,,,
75,24579970,0.07928392,35.16497881,1,2,3,4,5,6,wages,3,2,,100,0,0,5,,,,,,37500,25,20000,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,13,-2,-2,-2,2,,,,,,,,,,,,1,,,,,,,,
76,24579971,0.08240513,35.21971352,1,2,3,4,5,6,"wages, savings, develoment",5,2,,100,0,0,5,,,,,,200000,25,90000,1,4,20000,2,4,,,,,,,,,,,,,,,,,,,,,1,4,13,-2,-2,2,,,3,,,,,,,,,1,,,,,,,,
77,24579982,0.08171096,35.22350143,1,3,4,5,6,-2,"saving,development,daily home expenses",3,2,,100,0,0,5,,,,,,100000,25,45000,1,4,10000,2,4,18000,0,0,18000,,,,,,,,,,,,,,,,,1,4,6,18,-2,1,,,3,,4,,,,,,,,,,,,2,,,
78,24579983,0.08181743,35.22412998,1,2,3,4,5,6,"animal feeds,wages",4,2,,100,0,0,5,,,,,,175000,25,80000,1,4,20000,1,4,0,2,10000,20000,,,,,,,,,,,,,,,,,1,3,6,18,-2,2,,4,,,3,,,,,,,,,,,,2,,,
79,24579984,0.07998263,35.22311853,1,2,3,4,5,6,"wages, development",3,2,,100,0,0,5,,,,,,37500,25,18000,1,4,15000,2,4,150000,0,0,150000,,,,,,,,,,,,,,,,,1,13,18,20,-2,3,,,,,,,,,,,,1,,,,,2,,vegetables 4,
80,24579985,0.07101624,35.21294352,1,2,3,4,5,6,"wages,animal  feeds,savings,",4,2,,100,0,0,1,1,4,-2,-2,high fertility the land was initially cow/goat shed,100000,25,35000,1,4,50000,1,4,0,2,20000,40000,,,,,,,,,0,0,0,0,,,,,1,4,13,-2,-2,2,,,3,,,,,,,,,1,,,,,,,,
81,24579986,0.07565854,35.21195588,1,2,3,4,5,6,"wages, animal feeds,",3,2,,100,0,0,5,,,,,,125000,25,45000,1,4,4000,1,3,36000,3,25000,111000,,,,,,,,,,,,,,,,,1,18,19,-2,-2,1,,,,,,,,,,,,,,,,,2,3,,
82,24579987,0.04245978,35.11216217,1,2,3,4,5,6,"wages,developments",4,2,,100,0,0,5,,,,,,120000,25,60000,1,4,,,,,,,,,,,,,,,,,,,,,,,,1,13,-1,-2,-2,1,,,,,,,,,,,,2,,,,,,,,
